,contour number,aspect ratio,extent,Blue,Green,Red,Hue,class
0,28,0.9230769230769231,0.8037749287749287,42.76981450252951,97.23946037099495,115.10286677908938,19.023608768971332,0
1,68,0.9798043110979695,0.8365568366759605,63.62120481927711,104.29590361445783,104.44674698795181,29.44674698795181,0
2,51,0.7609605654638364,0.8230146656298062,59.701163757273484,99.51413133832087,103.02576891105569,32.98753117206982,0
3,31,0.9572653118772351,0.7679481355931976,50.07737226277372,116.4661800486618,137.65839416058395,22.445255474452555,0
4,50,0.8281617758491921,0.8457659540788884,60.65895548545391,104.91938310550297,113.96109358569926,34.71398527865405,0
5,47,0.8909228667432876,0.8286084263019532,52.14176760879318,97.16509645580977,107.39165545087484,28.818304172274562,0
6,45,0.9503288904374105,0.7480962718841209,48.570281124497996,121.47389558232932,109.67469879518072,15.439759036144578,0
7,39,0.901044498412155,0.8023606849134503,56.25594334850784,103.94587759231159,107.51340414769854,25.37228123419322,0
8,53,0.5393048054696105,0.7135184364499622,44.69056603773585,132.90943396226416,108.47547169811321,15.988679245283018,0
9,47,0.9156179139704299,0.8029610039672054,51.75783783783784,96.6472072072072,110.64288288288289,25.92792792792793,0
10,44,0.8955460518570856,0.8040600760714582,49.621212121212125,113.05757575757576,129.63333333333333,19.92848484848485,0
11,34,0.9232923527194,0.7879878209182318,52.32192846034214,108.86236391912908,129.9393468118196,23.30637636080871,0
12,43,0.857774332357667,0.8246113098427236,49.93372606774668,103.03976435935199,103.94108983799705,24.42341678939617,0
13,56,0.8691773704721384,0.7400795639284019,47.124275934702474,96.09689310163243,106.3454449710374,22.131648235913637,0
14,33,0.9019607843137255,0.8005115089514067,61.808597748208804,120.56550665301944,133.73490276356193,23.38792221084954,0
15,32,0.833055603725426,0.7593826314214379,69.68148914167529,130.45139607032058,135.15977249224406,29.740951396070322,0
16,37,0.8291809112651818,0.8453928413376056,66.05312922107159,114.17514633048177,116.57946870778929,30.69428185502026,0
17,30,0.48507125007266594,0.7024204832783029,49.11990407673861,138.41486810551558,121.92565947242207,15.513189448441247,0
18,32,0.9803712170373097,0.8211153593363602,51.57427258805513,105.98264420622766,119.28279734558448,20.35732516590097,0
19,27,0.744034438282172,0.7339155699215344,46.54009077155825,125.79122541603631,131.89561270801815,15.107413010590015,0
20,26,0.8902246907382427,0.7961473180577029,59.74460916442049,121.88746630727763,131.18530997304583,23.881401617250674,0
21,46,0.7615773105863909,0.7403662714321279,77.76732673267327,169.18564356435644,152.43316831683168,18.85148514851485,0
22,26,0.8893435724872776,0.8233508806434763,47.064473684210526,104.40131578947368,119.81118421052632,16.376973684210526,0
23,54,0.97346428369059,0.7969732193878677,69.04115586690017,138.40367775831874,134.59632224168126,31.928196147110334,0
24,47,0.9676160830956043,0.7952594682941998,66.44650040225261,138.5720032180209,142.43121480289622,23.319388576025744,0
25,38,0.5866096270122612,0.5728302062435169,41.126888217522655,121.16918429003022,62.41087613293051,42.948640483383684,0
26,40,1.0,0.840595697738555,48.91000629326621,110.64002517306481,122.42857142857143,21.436752674638136,0
27,47,0.48308615039636993,0.7620684022502735,55.537142857142854,143.6457142857143,123.59714285714286,15.994285714285715,0
28,33,1.0,0.8343248066627008,60.39740967961827,117.02931152010906,126.60054533060668,26.224948875255624,0
29,45,0.8421052631578948,0.7786184210526316,63.95900321543408,121.07395498392283,125.98954983922829,26.174437299035368,0
30,33,0.96121507802859,0.8240935516384221,50.18296529968454,106.97476340694006,115.2910094637224,24.225552050473187,0
31,29,0.9714285714285714,0.8214285714285714,47.91216216216216,114.12837837837837,124.29536679536679,22.155405405405407,0
32,48,0.9782620237087386,0.793355150468499,54.74142259414226,113.29037656903766,120.0836820083682,27.553974895397488,0
33,34,0.9732481163150437,0.8055652579703402,44.406840684068406,115.26552655265526,125.76867686768676,22.568856885688568,0
34,58,0.9286154070296767,0.8145497150152023,47.516498316498314,108.86262626262626,120.13468013468014,21.307070707070707,0
35,39,0.9111111111111111,0.846070460704607,56.8920245398773,113.76564417177914,121.45705521472392,20.152147239263805,0
36,37,0.9302325581395349,0.8151162790697675,54.21919673247107,110.45881552076243,117.286589516678,20.33356024506467,0
37,53,0.970051545022222,0.8045964196491436,50.701840490797544,112.76196319018405,127.12085889570552,20.015337423312882,0
38,45,0.8177782222741401,0.9012025778349919,42.53872437357631,99.93052391799544,95.5990888382688,22.055808656036447,0
39,24,1.0,0.720216606498195,56.482300884955755,157.67256637168143,139.48230088495575,15.265486725663717,0
40,26,0.7882134436955275,0.8331152980715064,52.52096985583224,103.75819134993446,111.42922673656619,19.77916120576671,0
41,36,0.9272727272727272,0.8035650623885918,42.444728979940244,95.37814767392233,117.29833546734955,17.49807938540333,0
42,31,0.9166137531103958,0.839519589034607,45.23613963039014,101.74435318275154,125.32802874743327,16.443018480492814,0
43,14,0.7703531779199558,0.780852970158463,48.366216216216216,106.34594594594594,118.4391891891892,21.07364864864865,0
44,34,0.9059587439142802,0.8375917054823006,41.66494401378122,107.80792420327305,121.78294573643412,17.103359173126616,0
45,33,0.946604644005958,0.7978398355934219,47.2869109947644,107.44083769633508,117.45968586387434,15.01151832460733,0
46,19,0.9786378077526368,0.8443252991536473,41.85377358490566,98.61556603773585,103.85613207547169,18.463443396226417,0
47,21,0.5138601829113629,0.6855708875970907,53.079734219269106,153.83388704318938,142.77408637873754,15.913621262458472,0
48,24,0.3548387096774194,0.7375366568914956,60.10801393728223,166.87456445993033,148.56445993031357,15.630662020905923,0
49,21,0.3,0.6481481481481481,25.804761904761904,121.96666666666667,72.55238095238096,12.638095238095238,0
