,contour number,aspect ratio,extent,Blue,Green,Red,Hue,class
0,27,0.4659916122264692,0.75848634736862,89.41829268292683,161.890243902439,154.8329268292683,33.16463414634146,0
1,33,0.7735849056603774,0.7512655315232397,73.68991793669402,73.16822977725674,83.97831184056272,151.09730363423213,0
2,42,0.2911394307571424,0.6387969565552308,64.90042075736325,134.37938288920057,144.98106591865357,15.56100981767181,0
3,37,0.9487179487179487,0.8167013167013167,46.11897106109325,116.15594855305466,132.35691318327974,15.137459807073954,0
4,67,0.5634270996209274,0.7617122959378257,31.99438202247191,121.90589887640449,130.50421348314606,16.797752808988765,0
5,33,0.9285714285714286,0.8046398046398047,47.37635968092821,110.54314720812182,126.50978970268311,15.772298767222624,0
6,51,0.8970042658352457,0.8361164250446872,57.5144813059505,100.65508162190626,100.42232754081095,17.86729857819905,0
7,55,0.7892602772190781,0.8414853281813842,58.82392586352148,99.55265374894692,101.95155855096883,24.025695029486098,0
8,37,0.9572653118772351,0.780957623604511,52.22344497607656,116.7,136.8952153110048,19.778947368421054,0
9,51,0.5304585515945942,0.718022811069518,43.131684876365725,89.57216791259344,83.79355951696377,26.049453709028178,0
10,53,0.8708760484468642,0.8206847759670846,52.68780926675664,96.90958164642375,107.20602789023842,20.423301844354476,0
11,47,0.9319902453633069,0.7431169335142765,48.028416779431666,114.37483085250338,109.55480378890393,15.511502029769959,0
12,35,0.8857406280858109,0.7924503377386132,57.87468671679198,104.72932330827068,107.87518796992481,20.419047619047618,0
13,54,0.3415875733107043,0.6622064044973851,83.27333333333333,138.10476190476192,122.76,16.77904761904762,0
14,47,0.8437282706156144,0.8264722564695469,49.307453416149066,112.22567287784679,118.64906832298136,15.290890269151138,0
15,65,0.9156179139704299,0.8049059439805413,52.468727534148094,96.96261682242991,110.34435657800144,18.531631919482386,0
16,45,0.42858892235385404,0.6703130745614277,24.453703703703702,108.06944444444444,93.52083333333333,14.539351851851851,0
17,35,0.9674761173492369,0.8491353724321886,52.4320987654321,103.38126361655773,104.73856209150327,18.068990559186638,0
18,43,0.9117652615830447,0.7588764882692134,43.94251626898048,95.59869848156183,103.2554229934924,15.073210412147505,0
19,35,0.4423917446834593,0.5605648819619177,16.40366972477064,128.4908256880734,65.80275229357798,15.36697247706422,0
20,35,0.955544929032807,0.8158087407221372,68.80498721227622,137.03324808184144,142.14322250639387,19.004475703324808,0
21,45,0.903730393721112,0.782177216049474,68.82784810126583,119.58936708860759,123.61113924050633,22.23240506329114,0
22,41,0.8722526825800201,0.7850274143220182,51.300982091276715,105.45407279029463,113.36395147313692,17.961871750433275,0
23,31,0.8783168370685499,0.8645709178699597,54.38453445554971,114.19568648079958,121.51867438190426,20.057864281956864,0
24,24,0.468236972569238,0.6549851814733116,53.354753053637815,105.34094530005311,120.41901221455124,12.854487519915029,0
25,24,0.9676463830069428,0.7713758985216819,54.8599592114208,117.2324949014276,130.2515295717199,16.75118966689327,0
26,29,0.918319538961079,0.7961603657227379,61.015593220338985,122.4264406779661,131.08542372881357,18.1335593220339,0
27,51,0.9591836734693877,0.7922275293095962,64.21819137749738,116.71661409043112,122.98738170347004,21.180336487907464,0
28,50,0.9698189421164163,0.8055627355505077,68.72987974098058,136.6836262719704,136.45698427382052,21.012950971322848,0
29,47,0.9,0.815625,67.5352798053528,138.0137875101379,141.84347120843472,19.050283860502837,0
30,31,0.8048780487804879,0.8078344419807835,59.30502599653379,119.22876949740035,119.10571923743501,18.07105719237435,0
31,41,0.9773515318757383,0.8323390872675898,50.98695652173913,111.0776397515528,122.23291925465838,17.917391304347827,0
32,44,0.8545454545454545,0.7982591876208898,49.60914179104478,95.80317164179104,105.52332089552239,15.760727611940299,0
33,31,0.975609756097561,0.8533536585365854,60.780204778157,116.83686006825938,125.65392491467577,19.213651877133106,0
34,42,0.9191450300180579,0.8047929992034093,58.55055225148683,120.30756159728122,122.37043330501274,16.989804587935428,0
35,51,0.4745104456965421,0.6948276340114136,72.39038527105353,124.65734742584385,136.79747698602114,15.553358336174565,0
36,31,0.9643320515945137,0.7998672016992852,51.057435090479935,107.81117230527144,113.91188040912667,15.531864673485444,0
37,20,0.9173178540144639,0.8143221151490889,51.37983798379838,115.38793879387939,120.97209720972097,23.006300630063006,0
38,37,0.9782620237087386,0.8034726963627763,55.78163771712159,113.37551695616212,119.33664185277088,21.316790736145574,0
39,37,0.9513224820229543,0.8028208905297601,59.012084592145015,116.03867069486405,123.25317220543806,24.4797583081571,0
40,35,0.9111111111111111,0.8439024390243902,57.92874692874693,114.17383292383292,121.35012285012284,16.918304668304668,0
41,32,0.9302325581395349,0.8125,55.225255972696246,110.55836177474403,116.89965870307167,16.09419795221843,0
42,51,0.7954031910179088,0.7945915551087067,45.78155339805825,113.10776699029127,122.5368932038835,15.727184466019418,0
43,42,0.8873409484465397,0.8337348833538617,56.6681844052362,104.19066590779738,114.56232214001139,16.04667046101309,0
44,25,0.667207779378796,0.7264833202935647,49.9887471867967,103.54463615903975,112.28432108027006,19.488372093023255,0
45,32,0.9230769230769231,0.7930911680911681,45.93021276595745,104.7463829787234,118.3727659574468,14.06468085106383,0
46,40,0.8691013051720067,0.8128634371541824,38.916570549788545,86.08919646289888,116.91041906958861,12.083044982698961,0
47,42,0.9261629326299871,0.8089621629568021,42.62247585601405,96.68437225636524,117.89947322212467,14.751097453906937,0
48,42,0.8471405189362208,0.7818690363296595,47.73884297520661,126.51900826446281,139.4082644628099,13.879338842975207,0
49,18,0.9142564039537839,0.7454458721569247,49.48013698630137,104.36575342465754,118.94315068493151,20.01164383561644,0
50,27,0.9762457690532296,0.8011384889163583,47.542735042735046,106.05662393162393,116.96688034188034,13.44017094017094,0
51,27,0.9545454545454545,0.8463203463203465,43.77951807228916,98.07710843373494,104.91445783132531,12.749397590361445,0
52,22,0.9074673362463848,0.7707090303820603,47.62180451127819,105.16616541353383,115.81804511278196,16.189473684210526,0
53,19,0.966992295838863,0.8465743873004385,47.87356321839081,106.92857142857143,119.56732348111659,16.135467980295566,0
54,30,0.3225806451612903,0.7112903225806452,29.424124513618676,114.67315175097276,77.60700389105058,10.801556420233464,0
55,37,1.0,0.7760953608247424,47.20537124802528,102.43601895734596,111.30963665086888,14.769352290679304,0
56,32,0.691034072884717,0.8129812622173141,48.86697247706422,142.7775229357798,148.49311926605503,14.878440366972477,0
57,36,0.7813194413582991,0.7796529228200304,37.49083995852057,82.08814379536813,114.27825786380919,11.64707915658486,0
58,27,0.9219544457292889,0.7923252697157015,50.97857142857143,108.98412698412699,121.7,15.082539682539682,0
59,28,0.901044498412155,0.813412426767802,55.093083387201034,114.91855203619909,132.13510019392373,18.247575953458306,0
